m13_TCELLS	m13_BCELLS	m13_NKCELLS	m13_GRANULOCYTES	m13_MONOCYTES	m36_TCELLS	m36_BCELLS	m36_NKCELLS	m36_GRANULOCYTES	m36_MONOCYTES	m43_TCELLS	m43_BCELLS	m43_NKCELLS	m43_GRANULOCYTES	m43_MONOCYTES	m55_TCELLS	m55_BCELLS	m55_NKCELLS	m55_GRANULOCYTES	m55_MONOCYTES
chr3-57727768	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3-9380218	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+101399896	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+112452822	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+115027932	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+121731622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+125570534	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+126620230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+129831596	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
chr3+141537965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+149901719	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+15584727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr3+155926935	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+156287626	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+163518274	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+168406498	0	1	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
chr3+191114737	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+194819902	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+197282622	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr3+47031672	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+49428575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+49822449	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3+52586143	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
chr4-112261927	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-18960152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-1906757	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-48203356	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4-55164366	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr4-81150744	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4-86932904	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4-9424264	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr4+112188635	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+150872180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+158160166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+163499229	0	2	0	1	0	1	3	0	0	0	0	0	0	0	0	5	6	0	0	0
chr4+165628391	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+17689975	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+18008577	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+2223424	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr4+2569186	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+30908166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+38727621	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+45083338	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+580595	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+70880004	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+73611739	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+78767152	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+82859385	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+83041661	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4+86723911	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-100752245	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-106742430	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr5-108368495	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-112873911	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-115111332	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-134543603	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-139161614	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-146162414	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-147766016	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-150722512	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
chr5-161453912	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-163330587	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-16493983	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr5-167168856	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-172216579	0	1	230	0	1	0	0	28	0	0	0	0	2	0	0	0	0	121	2	0
chr5-19605316	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-43249949	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5-69498776	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr5-90260942	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+100411203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+10570079	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+107075907	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+11026442	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+11026553	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+110615985	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+133097775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+137691721	0	3	1	1	5	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
chr5+142378372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+143417498	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr5+146172437	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+159271998	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0
chr5+173176671	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+25564129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+4494718	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+52756076	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+56243994	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5+86249015	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-106563740	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-107279050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-11308650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-11919521	0	11	0	0	0	7	1	0	0	0	0	1	0	0	0	10	8	0	0	0
chr6-128895410	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-130069463	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-130842386	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6-137873384	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-149522709	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-15898844	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-17953803	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
chr6-20521238	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-20642152	0	1	0	0	0	5	3	0	0	0	1	0	0	0	0	2	3	0	0	0
chr6-29788102	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6-30512184	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	5	1	1	0	0
chr6-30513879	0	6	1	2	0	2	6	0	8	0	0	3	0	1	4	13	17	1	6	1
chr6-30523388	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30525210	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-30863324	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31407153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-31554488	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0
chr6-31572460	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr6-31572466	0	2	0	1	2	4	1	0	2	3	2	7	0	0	0	26	19	0	1	0
chr6-31576623	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr6-31584290	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr6-32162968	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32305023	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr6-32354195	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32615650	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0
chr6-32644320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32898126	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32902320	0	4	1	1	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0
chr6-32908538	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-32921763	0	1	23	0	0	0	0	6	0	1	0	0	4	0	0	0	1	94	1	0
chr6-32959831	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr6-33026472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-33038787	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-33258863	0	4	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6-33293171	0	2	0	0	2	3	4	0	0	0	1	3	0	0	0	8	15	0	0	0
chr6-34373808	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
chr6-34842002	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-36476259	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6-38071207	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-42611653	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0
chr6-42647071	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-42919198	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1
chr6-42975690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6-90095394	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6+100545204	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+109363630	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+109651154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+117355813	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+123941180	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
chr6+13073841	0	5	0	0	0	2	1	0	5	0	0	0	0	0	0	0	5	3	1	2
chr6+166910118	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+20677939	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+25101233	0	1	3	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
chr6+26230879	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+27832968	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+2883056	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+30015990	0	5	0	2	1	2	1	0	0	0	0	1	0	0	0	1	13	0	0	0
chr6+30041331	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
chr6+30485144	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+30502567	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+30506220	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6+30506411	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+30513237	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr6+31406425	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31571785	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31590579	0	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
chr6+31605074	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31605175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+31858436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32180642	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32252640	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32331492	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32380349	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32490065	0	3	0	1	2	0	1	0	1	0	0	1	0	0	0	5	9	1	1	0
chr6+32573309	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32635075	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+32900961	0	1	0	0	1	0	0	0	3	0	0	0	0	0	3	1	4	0	4	3
chr6+32902193	0	7	0	0	0	1	1	0	0	0	1	0	0	0	0	1	2	0	0	0
chr6+32932344	0	2	0	0	0	1	0	0	0	0	1	3	0	0	0	10	10	0	0	0
chr6+32962359	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
chr6+33041299	0	3	0	1	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0
chr6+33254017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr6+34321478	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr6+34334939	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+34621623	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+34655415	0	3	0	0	0	2	0	0	1	1	0	0	0	0	0	2	1	0	0	0
chr6+37397583	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+39208868	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+41976085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+41995107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42020217	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
chr6+42651717	0	8	0	0	1	0	5	0	0	0	0	1	0	0	0	4	20	0	0	0
chr6+42651897	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+42651909	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+62185751	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6+75227067	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-100110137	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
chr7-100618639	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-100912073	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-117265962	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-128386028	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-130463482	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-131368950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-138290330	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-139281600	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr7-148545073	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-149200692	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-18322723	0	2	0	0	0	0	0	0	1	1	3	0	0	0	0	2	5	0	2	0
chr7-26815018	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-30370461	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7-69801153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr7-74716792	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0
chr7-85575727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+129246733	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+130954017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0
chr7+44656363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+5520183	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7+5520217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+721413	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+73662422	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7+825641	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
chr8-101073121	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-106707324	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-107761903	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-116173513	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0
chr8-118921358	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-12005540	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr8-124717302	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-143357615	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr8-143612759	0	4	1	0	1	4	2	0	1	0	4	0	0	0	0	2	3	0	0	1
chr8-17119864	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-25353321	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-66694795	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-67101904	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8-99183188	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
chr8+106588094	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+109726523	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+124346853	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+143339464	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr8+144306375	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+144486971	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr8+16891530	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+1751220	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+20600772	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+21927798	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+28869660	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30438833	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30438858	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30438914	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30438920	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30438973	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+30439003	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+51875249	0	1	0	4	8	0	2	0	3	0	0	0	0	0	0	2	10	0	2	0
chr8+53711602	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+58739319	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+68080419	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0
chr8+6818305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+70197433	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr8+76905854	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+83162696	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr8+88492393	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-120669479	0	1	0	1	2	0	0	0	1	3	0	0	0	0	3	1	1	0	0	0
chr9-123859969	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr9-124980402	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-125019690	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-125080041	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-127833071	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128737798	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-129159747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-131170575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-132658217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-133947850	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-135897941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-137092115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-137683990	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-16741278	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-34221919	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
chr9-91998267	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+110054320	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+110409343	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+117832960	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+119579979	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+128049126	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+128578430	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+130061363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
chr9+131160744	0	2	0	0	0	0	2	0	8	1	0	1	1	1	0	2	7	0	7	2
chr9+131685061	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+132909266	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+133268895	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0
chr9+136559852	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+137418984	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr9+26758728	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr9+35927242	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+37261815	0	9	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+5947262	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+76452205	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
