m13_TCELLS	m13_BCELLS	m13_NKCELLS	m13_GRANULOCYTES	m13_MONOCYTES	m36_TCELLS	m36_BCELLS	m36_NKCELLS	m36_GRANULOCYTES	m36_MONOCYTES	m43_TCELLS	m43_BCELLS	m43_NKCELLS	m43_GRANULOCYTES	m43_MONOCYTES	m55_TCELLS	m55_BCELLS	m55_NKCELLS	m55_GRANULOCYTES	m55_MONOCYTES
chr8+38209493	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+59075926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+60367910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+69363271	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8+73828819	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-104749744	2238	0	0	0	0	522	0	0	0	0	21	0	0	0	0	581	0	0	0	0
chr9-122967806	52	1022	0	100	397	3346	75	0	0	0	8857	0	0	0	0	1257	437	0	7	0
chr9-125771280	249	1569	0	0	0	253	0	0	0	0	0	0	0	0	0	0	1468	0	0	0
chr9-125869385	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0
chr9-127540879	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128030902	256	2	0	0	0	138	0	0	0	0	0	0	0	0	0	246	0	0	0	0
chr9-128078512	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-128172893	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0
chr9-132759306	7	1636	1	0	0	900	0	0	0	0	148	0	0	0	0	764	367	0	0	0
chr9-132916299	2	0	0	0	0	0	0	0	0	0	1706	0	0	0	0	103	757	0	0	0
chr9-136384276	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-136650527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-136650767	7167	1892	0	0	0	2261	4010	0	0	0	0	0	0	0	0	825	783	0	0	0
chr9-136681130	3813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-137344911	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-137635568	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-137637105	1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	661	0	0	0	0
chr9-29438436	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-36285879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-5962072	2864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-69060225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-72354093	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-83789470	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-93054679	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-95797250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9-97236163	1388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129308472	3964	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	44	0	0	0	0
chr9+129411370	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129920147	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129925630	3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+129933036	1	0	560	0	305	109	3009	0	0	0	0	0	0	0	0	27	3	0	0	0
chr9+129959731	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+130734092	885	3439	0	0	0	18	0	0	0	0	0	0	0	0	0	0	235	0	0	0
chr9+130807493	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+131241812	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+133132676	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+136559726	314	0	3	55	0	817	0	0	0	0	1	0	0	0	0	130	348	0	0	0
chr9+136824052	53	0	0	0	0	0	351	0	254	0	0	0	0	0	0	0	3	0	0	0
chr9+137381250	77	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	264	0	0	0
chr9+137641931	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+19516992	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+20579610	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+85960903	954	0	0	0	0	5264	0	0	0	0	3728	0	0	0	0	574	0	0	0	1
chr9+92988439	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9+94835160	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-123974675	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	4	0	0	0
chrX-130236647	2589	2967	0	0	0	207	20	0	0	0	9839	0	0	0	0	1685	1442	0	3121	0
chrX-135546231	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-136228622	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
chrX-154812061	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0
chrX-155226752	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-41148150	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-44178538	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-45626745	3304	0	0	0	0	2341	0	0	0	0	13	0	0	0	0	269	102	0	929	0
chrX-48683989	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-5858131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0
chrX-75066611	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX-81251501	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+137495877	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+153899182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+49086967	247	0	34800	0	0	0	0	14444	0	0	0	0	1667	0	0	0	0	10395	0	0
chrX+49169274	1173	3242	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0
chrX+72002026	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX+74316797	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrY+12733073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-100017047	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-10308903	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-108906487	0	4377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-113763119	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-113794623	0	312	0	0	2	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
chr1-116189213	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-117439590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-149410299	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-149449499	0	4	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
chr1-150105476	0	1855	0	0	0	0	2149	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-150682802	0	4228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0
chr1-150900039	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-150900046	0	3326	0	0	0	2174	7107	0	0	0	34	12199	0	0	0	7	1821	0	0	0
chr1-151495342	0	39	0	0	0	1793	0	0	0	0	0	0	0	0	0	0	699	0	0	0
chr1-154984905	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	3	298	0	0	0
chr1-155122176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-155183799	0	270	1	4060	1999	465	69	0	3507	0	0	9122	0	17052	0	298	2649	0	2677	0
chr1-156039685	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-156219817	0	4	0	223	0	3	0	0	0	0	0	0	0	0	0	504	0	0	86	0
chr1-15748108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-161800991	0	3236	0	0	0	0	0	0	0	0	0	1524	0	0	0	1	163	0	0	0
chr1-16461506	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-167375648	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-167827988	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-172209136	0	6856	0	0	0	1692	0	0	0	0	3449	0	0	0	0	2	0	0	0	0
chr1-173082046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-18585389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-191888390	0	8810	0	0	0	2056	0	0	2447	0	2762	0	0	0	0	907	3	0	0	0
chr1-19217686	0	12	0	0	0	3710	0	0	0	0	0	0	0	0	0	0	36	0	0	0
chr1-199206415	0	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-205608104	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-234347705	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-25448693	0	307	0	0	9	0	1696	0	1239	0	0	0	0	12779	0	131	862	0	2305	0
chr1-28043312	0	709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-35264415	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-35983336	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-41795700	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-43379465	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1-43379485	0	1718	0	0	0	0	50	0	1	0	0	0	0	0	0	0	1295	0	0	6
chr1-45384948	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-57626712	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-76979737	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-80253657	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-84211492	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-8608999	0	21	0	0	3493	2353	0	0	0	0	4467	0	0	0	0	542	97	0	1763	0
chr1-88784676	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1-97855163	0	3261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
chr1+10144312	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+120011416	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1+12428217	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+12842154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+146209655	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+148660396	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+149593946	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr1+150779051	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+151116218	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+151451654	0	3784	0	0	0	9	0	0	0	2531	0	0	0	0	0	0	0	0	0	0
chr1+155822402	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
chr1+15842202	0	3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+161371440	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+165807375	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+167426678	0	1907	0	3769	8	4765	5229	0	713	2496	4606	2091	0	1	0	3811	2386	252	8524	20360
chr1+192836966	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+202498870	0	6	0	0	41	0	0	0	204	0	0	0	0	0	0	0	8	0	0	0
chr1+203301004	0	15	0	0	0	0	0	0	0	0	2497	0	0	0	0	0	161	0	0	0
chr1+204323663	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+20890165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+20898139	0	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+21008357	0	617	0	0	0	1167	0	0	18	0	35	0	0	0	0	29	0	0	0	0
chr1+21902934	0	154	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0
chr1+224807839	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+227021763	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+24806679	0	15	186	0	0	87	2743	0	0	0	0	0	0	0	0	128	17	0	0	0
chr1+27469210	0	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+28076934	0	4046	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
chr1+28460308	0	610	0	0	0	0	4071	0	0	0	0	0	0	0	0	210	9	0	0	0
chr1+29604950	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+35978344	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+37991916	0	3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+39551359	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+42283916	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	230	26	0	0	0
chr1+43756278	0	2993	241	0	0	2939	0	0	5	0	4285	0	0	0	0	0	137	0	0	0
chr1+45540419	0	106	0	0	0	2219	67	0	0	0	0	0	0	0	0	133	960	0	0	0
chr1+50928066	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+51928343	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+64264722	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+73696384	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+8629967	0	1	0	3	0	138	0	0	0	0	2683	0	0	0	0	1227	127	0	1795	0
chr1+8691086	0	1	4	0	0	0	361	0	0	0	0	103	0	0	0	0	210	0	0	0
chr1+91147408	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1+97651453	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-128032112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-132816607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-17561628	0	2844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-22119032	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-25454030	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-27529711	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	0	0	0
chr10-3943273	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-47528176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-55445605	0	3300	781	0	0	0	0	1519	0	0	0	0	0	0	0	0	0	0	0	0
chr10-68481677	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-70828859	0	1717	0	0	0	128	0	0	0	0	1169	0	0	0	0	252	73	0	0	0
chr10-73598701	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-74154365	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-74154460	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-74574443	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-78079994	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-95227849	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10-96726833	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+101264275	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+102933434	0	16	0	0	0	0	176	0	314	0	0	0	0	0	0	150	2	0	0	0
chr10+23706109	0	4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+46120715	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+60607967	0	636	0	3595	0	70	4344	0	0	0	0	0	0	0	0	1	646	0	0	0
chr10+72745254	0	6	0	6	0	0	0	0	0	0	7	0	0	3903	526	0	696	0	2897	5499
chr10+7678654	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+7685472	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10+99990473	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-110861804	0	1378	0	0	0	1095	0	0	0	0	0	0	0	0	0	0	201	0	0	0
chr11-113891756	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-116954580	0	4741	2812	0	0	0	0	0	0	0	0	2404	0	0	0	0	0	0	0	0
chr11-118270336	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-124213736	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-125920363	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-2783137	0	9	0	0	0	315	14	0	0	0	0	0	0	0	0	54	6	0	0	0
chr11-309292	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-339415	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-39319308	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-46106506	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-47082243	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-60105826	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-6226842	0	4413	0	2241	0	188	0	0	0	0	0	0	0	0	0	249	893	0	0	0
chr11-62667522	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-63705934	0	4473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-64776256	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0
chr11-64782695	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
chr11-649701	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-64994216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-64998632	0	3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65047057	0	6	28	0	0	0	0	0	0	0	0	0	0	0	0	6	3	26	0	0
chr11-65142355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65142370	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65428326	0	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65432174	0	2764	568	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
chr11-65440626	0	113	0	0	0	44	0	0	0	0	0	0	0	0	0	483	235	0	8	0
chr11-65879873	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65924692	0	2870	0	0	0	97	0	0	0	0	0	0	0	0	0	10	537	0	0	0
chr11-65996938	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-65997006	0	2870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-66089754	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-66089869	0	3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0
chr11-66092441	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-66106548	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-67159607	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-68519170	0	1135	117	5	0	0	0	0	18	0	0	0	0	0	0	61	0	0	0	0
chr11-71858232	0	428	0	1	0	0	0	0	129	51	0	1	0	0	0	0	0	0	8	0
chr11-72055844	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-72087778	0	1	0	85	0	3	34	0	89	0	0	0	0	0	48	19	157	0	1007	0
chr11-72888171	0	14833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-74605685	0	2864	0	0	1664	645	0	0	0	3829	0	6369	0	0	0	0	79	0	0	0
chr11-80911418	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-939035	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-939043	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-939184	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-939278	0	2479	0	0	3	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
chr11-95635273	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11-99041840	0	1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+101610900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+102399891	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+117087691	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+1681463	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+20929715	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+23955979	0	3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+2558025	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+344845	0	2786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+40002177	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	99	576	0	0	0
chr11+44045361	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+46055373	0	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+46109141	0	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+46109448	0	2947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+61678587	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+65177673	0	2685	0	0	0	0	0	0	0	0	179	0	0	0	0	192	0	0	0	0
chr11+65457323	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+65694384	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+66186450	0	2513	441	0	0	0	0	0	0	0	0	0	0	0	0	3	226	0	0	0
chr11+66225564	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+67429512	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+68198982	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+68534567	0	930	0	0	0	0	0	0	0	0	0	0	0	0	0	47	26	0	0	0
chr11+71882570	0	105	0	0	0	0	0	0	113	0	0	0	0	0	0	0	1	0	0	0
chr11+72057435	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+72920394	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11+73042713	0	661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0
chr11+74334737	0	557	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	118	0	0	0
chr11+76097766	0	2450	0	0	0	0	0	0	0	0	0	0	0	0	0	153	685	0	0	0
chr11+95603999	0	79	0	2163	148	0	0	0	63	73	0	0	0	5	147	0	108	4	8261	17086
chr12-100742112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-10581163	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr12-110070527	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-110070687	0	5758	28	0	0	0	152	0	0	0	1376	0	0	0	0	0	586	0	0	0
chr12-110364792	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-111539468	0	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-112322588	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-118304851	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-120808734	0	2255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-120846708	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0
chr12-122616391	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-122616420	0	4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-123225551	0	308	2382	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-125126835	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-21838941	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-32491375	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12-49196923	0	27	0	18	2610	1063	332	0	0	0	0	9405	0	0	0	772	1972	0	0	0
chr12-49260430	0	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
