4_months	6_months	12_months	18_months	24_months
chr3.53269532.-	5	17	0	0	0
chr3.58350908.-	42	7	0	0	0
chr3.60606424.-	1	0	0	0	0
chr3.63991036.-	218	206	0	0	0
chr3.69325385.-	290	193	0	32	0
chr3.69370982.-	3118	1807	2404	181	51
chr3.72309201.-	1	1	0	0	0
chr3.100105272.+	72	49	0	0	0
chr3.108089371.+	1	19	0	0	0
chr3.108242322.+	1	0	0	0	0
chr3.114942770.+	6	31	0	0	0
chr3.122565190.+	6	0	0	7	0
chr3.129627362.+	4	278	0	0	0
chr3.130850037.+	150	40	0	0	0
chr3.141411680.+	7	239	0	0	0
chr3.141486528.+	23	26	0	0	0
chr3.150547415.+	30	20	0	0	0
chr3.152192889.+	722	634	85	1	23
chr3.15799065.+	311	1322	271	1	1
chr3.158357797.+	33	0	0	0	0
chr3.168048286.+	105	527	2154	28	18
chr3.25667129.+	72	62	0	0	0
chr3.28171640.+	39	1	0	0	0
chr3.3191574.+	27	189	0	0	0
chr3.36908952.+	239	230	36	0	25
chr3.38150757.+	236	20	0	0	0
chr3.45552440.+	576	1039	0	0	16
chr3.46695072.+	66	32	909	160	114
chr3.49239316.+	57	50	0	0	0
chr3.49345588.+	18	1	0	0	0
chr3.49417272.+	236	354	0	25	8
chr3.50622280.+	377	1738	976	1	16
chr3.69084180.+	215	223	0	48	0
chr3.78559751.+	9	0	0	0	0
chr3.87823345.+	2019	1912	4139	31	139
chr3.94462345.+	109	97	0	52	0
chr4.123421860.-	87	257	0	0	25
chr4.138023483.-	8	1	0	0	0
chr4.145880334.-	41	0	0	0	0
chr4.147706337.-	1	0	0	0	0
chr4.150865793.-	1	0	0	0	0
chr4.150997773.-	7	6	0	0	0
chr4.153441528.-	106	96	0	0	0
chr4.153664414.-	2	0	0	0	0
chr4.155675282.-	315	90	690	39	0
chr4.168319418.-	70	1	68	0	0
chr4.16894145.-	441	440	0	3	0
chr4.184684379.-	4	0	0	0	0
chr4.185178574.-	915	2170	1166	11	10
chr4.38663006.-	340	840	87	25	0
chr4.56821243.-	86	1	0	0	0
chr4.80073843.-	46	7	0	0	0
chr4.80185063.-	680	764	695	43	102
chr4.83387441.-	6	0	0	0	0
chr4.88845319.-	8	15	0	0	0
chr4.89889471.-	141	129	0	3	0
chr4.10690881.+	1	0	0	0	0
chr4.108450787.+	1	0	0	0	0
chr4.121265656.+	240	21	0	0	0
chr4.136112665.+	35	117	0	0	0
chr4.142644348.+	138	301	2394	203	60
chr4.14992498.+	5	0	0	0	0
chr4.15761815.+	432	196	0	9	2
chr4.165326678.+	2	37	0	0	0
chr4.171032084.+	288	523	25	0	0
chr4.39030717.+	45	143	0	0	0
chr4.40198376.+	49	167	0	0	0
chr4.48202788.+	33	474	0	30	0
chr4.58867322.+	1	0	0	0	0
chr4.61987308.+	1	0	0	0	0
chr4.70842517.+	1	0	0	0	0
chr4.71006930.+	173	233	0	0	0
chr4.88377930.+	86	2	0	0	0
chr4.89493684.+	24	0	0	0	0
chr4.90148113.+	1	0	0	0	0
chr5.112341700.-	1	0	0	0	0
chr5.126777746.-	40	0	0	0	0
chr5.131263296.-	1043	1402	9774	3	38
chr5.132047516.-	2	0	0	0	0
chr5.132468786.-	285	1832	14	47	1
chr5.132495164.-	13	0	0	0	0
chr5.138081936.-	16	94	0	0	0
chr5.139389444.-	4	0	0	0	0
chr5.139393550.-	2923	1059	1420	141	178
chr5.139662172.-	14	0	0	0	0
chr5.14155442.-	6	14	0	0	0
chr5.141849324.-	428	909	0	11	0
chr5.141969624.-	364	907	0	55	42
chr5.149345863.-	84	0	0	0	0
chr5.157110199.-	109	1346	409	5	15
chr5.157177051.-	1	0	0	0	0
chr5.17682420.-	1	0	0	0	0
chr5.177507858.-	97	62	0	0	0
chr5.39076250.-	2274	1881	551	143	171
chr5.39176590.-	15	14	0	0	0
chr5.71034024.-	6	0	0	0	0
chr5.77232007.-	1	10	0	0	0
chr5.78485767.-	1845	3570	757	170	94
chr5.78485998.-	764	327	0	0	0
chr5.80256937.-	294	209	156	0	0
chr5.81421912.-	624	494	0	53	2
chr5.88733044.-	6	0	0	0	0
chr5.89212940.-	1	0	0	0	0
chr5.91378301.-	38	23	0	0	0
chr5.119340825.+	13	50	0	0	0
chr5.131357066.+	44	8	304	0	0
chr5.132468401.+	124	683	46	0	7
chr5.139387194.+	72	157	0	0	0
chr5.139706605.+	831	866	105	99	20
chr5.140846482.+	10	0	0	0	0
chr5.142133879.+	18	536	683	0	0
chr5.149952699.+	1	0	0	0	0
chr5.150081476.+	395	143	0	0	33
chr5.157263373.+	543	450	0	0	0
chr5.157858367.+	72	60	0	0	0
chr5.159459747.+	29	54	0	0	0
chr5.160798359.+	336	404	0	0	28
chr5.165670902.+	1	0	0	0	0
chr5.170298726.+	3	20	0	0	0
chr5.171601629.+	92	45	0	0	8
chr5.172108692.+	9	5	0	0	0
chr5.33713552.+	35	17	0	0	0
chr5.372901.+	48	65	0	0	0
chr5.40440921.+	13	203	0	0	19
chr5.42991597.+	96	747	0	0	0
chr5.56049785.+	117	203	0	0	0
chr5.62580070.+	659	1698	650	81	3
chr5.66143742.+	7	0	0	0	0
chr5.67352205.+	24	12	0	0	0
chr5.69150385.+	1	0	0	0	0
chr5.78548572.+	68	13	0	0	0
chr5.82734784.+	2	0	0	0	0
chr5.90021890.+	4	0	0	0	0
chr5.96807626.+	24	0	0	0	0
chr6_GL000256v2_alt.4011508.-	1	1	0	0	0
chr6.11393495.-	349	171	2781	68	39
chr6.116454138.-	875	849	2	33	0
chr6.116478546.-	14	0	0	0	0
chr6.142379113.-	250	189	3	0	1
chr6.144350130.-	16	0	0	0	0
chr6.147195632.-	382	87	0	0	0
chr6.149688493.-	1	0	0	0	0
chr6.15300550.-	1360	2359	1187	125	2
chr6.156232796.-	19	109	0	0	0
chr6.166311948.-	1	0	0	0	0
chr6.168023451.-	1	0	0	0	0
chr6.17910035.-	179	1225	2525	26	0
chr6.23716724.-	1	0	0	0	0
chr6.37431445.-	28	37	0	0	0
chr6.41656367.-	262	5116	709	28	8
chr6.56715158.-	582	2170	0	192	162
chr6.57184434.-	3	0	0	0	0
chr6.106327032.+	396	596	0	0	0
chr6.106518542.+	57	5	0	0	0
chr6.111795466.+	58	8	6	0	0
chr6.119049233.+	4	0	0	0	0
chr6.12944506.+	105	25	0	0	0
chr6.131606232.+	2	0	0	0	0
chr6.135185795.+	1	116	0	0	0
chr6.135280212.+	2	46	0	0	0
chr6.136563492.+	8	71	0	0	0
chr6.138196968.+	1	0	0	0	0
chr6.146829130.+	520	410	5	5	0
chr6.156151179.+	1	8	0	0	0
chr6.158647144.+	425	404	495	3	80
chr6.158686435.+	744	536	0	11	2
chr6.22063426.+	158	119	0	0	0
chr6.23173077.+	1	0	0	0	0
chr6.25052517.+	128	151	0	0	0
chr6.25404955.+	45	0	548	0	0
chr6.26185631.+	12	8	0	0	0
chr6.2764047.+	1	0	0	0	0
chr6.34820186.+	1169	461	784	8	1
chr6.41071600.+	36	53	0	0	0
chr6.44219326.+	16	0	0	0	0
chr6.46654694.+	57	0	0	0	0
chr6.90285069.+	24	24	0	0	0
chr6.95198951.+	2	2	0	0	0
chr7_KI270803v1_alt.367859.-	58	14	4	0	1
chr7.101740380.-	378	196	3	29	0
chr7.101754934.-	8	2	0	0	0
chr7.106658976.-	71	241	0	0	10
chr7.112941505.-	10	0	0	0	0
chr7.115412094.-	64	6	0	0	0
chr7.128532733.-	57	216	18	53	0
chr7.135574899.-	56	290	0	0	0
chr7.142384263.-	6	2	0	0	0
chr7.151539379.-	110	0	0	0	0
chr7.15224097.-	33	0	0	0	0
chr7.23346099.-	24	355	0	0	0
chr7.37351923.-	42	65	0	0	0
chr7.38350849.-	123	11	0	0	12
chr7.44978448.-	51	66	0	0	0
chr7.5457425.-	829	1034	10	54	0
chr7.5458335.-	246	11	0	0	35
chr7.68214488.-	1	0	0	0	0
chr7.72080778.-	134	1333	1098	3	0
chr7.73527949.-	229	2	137	0	0
chr7.74270542.-	54	58	0	0	0
chr7.77194106.-	99	221	29	40	1
chr7.81887728.-	12	0	0	0	0
chr7.925721.-	17	51	0	0	0
chr7.94233537.-	70	176	0	0	89
chr7.99104119.-	1	0	0	0	0
chr7.10268895.+	966	753	1533	26	1
chr7.116098146.+	1	57	0	0	0
chr7.130442015.+	135	162	0	36	0
chr7.131553666.+	100	358	670	0	8
chr7.134955336.+	1	0	0	0	0
chr7.142457105.+	1	13	0	0	0
chr7.1507711.+	81	0	0	0	0
chr7.154949577.+	2	0	0	0	0
chr7.155932390.+	138	25	0	0	0
chr7.157301298.+	118	38	0	0	0
chr7.1889338.+	2	0	0	0	0
chr7.26554343.+	10	48	0	0	0
chr7.37405884.+	1	13	0	0	0
chr7.38361544.+	1	0	0	0	0
chr7.48390519.+	2	75	0	0	0
chr7.5080315.+	1	0	0	0	0
chr7.5432276.+	1	0	0	0	0
chr7.5456993.+	128	144	0	0	0
chr7.5532534.+	24	0	0	0	0
chr7.6739497.+	1	7	0	0	0
chr7.72079334.+	42	0	0	0	0
chr7.74173439.+	54	3	0	0	0
chr7.80138319.+	3497	2809	8378	149	75
chr7.80925482.+	62	39	0	2	0
chr7.88472253.+	1	0	0	0	0
chr7.92719904.+	6	0	0	0	0
chr7.94161588.+	63	67	0	8	0
chr8.101574026.-	201	50	4197	0	0
chr8.107301535.-	13	0	0	0	0
chr8.107303603.-	8	1	0	0	0
chr8.107460861.-	39	387	0	0	0
chr8.107494374.-	289	1291	0	43	29
chr8.109540953.-	234	235	0	0	3
chr8.11892269.-	1	0	0	0	0
chr8.123549601.-	8	17	0	0	0
chr8.133053852.-	9	1373	1630	181	56
chr8.143189886.-	72	1450	1452	10	12
chr8.14756368.-	1	0	0	0	0
chr8.19208763.-	260	186	0	3	6
chr8.27364342.-	379	345	78	14	18
chr8.28372233.-	1	0	0	0	0
chr8.30092892.-	105	175	0	0	0
chr8.59337888.-	973	602	58	0	0
chr8.65923938.-	5	20	0	0	0
chr8.74058757.-	1	0	0	0	0
chr8.78420620.-	2	0	0	0	0
chr8.80121769.-	1	121	0	0	0
chr8.83139367.-	1	14	0	0	0
chr8.96990395.-	554	501	0	32	0
chr8.99619314.-	59	7	0	0	0
chr8.120288998.+	105	18	0	25	0
chr8.120430144.+	1	0	0	0	0
chr8.142042698.+	13	18	0	0	0
chr8.143454556.+	1	0	0	0	0
chr8.16610863.+	133	170	643	0	4
chr8.17922418.+	14	0	0	0	0
chr8.22473931.+	1	0	0	0	0
chr8.22540249.+	1135	928	1696	0	0
chr8.35250602.+	5	0	0	0	0
chr8.42542058.+	55	264	0	0	4
chr8.49253018.+	825	443	0	100	51
chr8.58658556.+	131	136	0	0	0
chr8.58882816.+	61	1170	2459	4	85
chr8.6816807.+	5	66	0	0	0
chr8.69572922.+	1	0	0	0	0
chr8.70404379.+	106	0	0	0	0
chr9.104748767.-	163	14	0	0	0
chr9.109150351.-	1	0	0	0	0
chr9.113350785.-	6	78	0	0	0
chr9.120994353.-	1	0	0	0	0
chr9.123036241.-	21	3	17	0	0
chr9.124660134.-	4	6	0	0	0
chr9.125647250.-	70	9	0	0	0
chr9.128078369.-	86	49	0	2	0
chr9.128683987.-	2	0	0	0	1
chr9.128688682.-	77	51	0	0	0
chr9.129460879.-	8	15	0	0	0
chr9.130046230.-	562	627	0	70	2
chr9.131080472.-	1	0	0	0	0
chr9.136618664.-	121	6	0	0	0
chr9.136647669.-	129	795	43	60	0
chr9.136647706.-	14	6	0	0	0
chr9.20385841.-	24	0	0	0	0
chr9.36484915.-	15	0	0	0	0
chr9.37848856.-	1	0	0	0	0
chr9.40095580.-	1	0	0	0	0
chr9.68887194.-	438	565	0	0	0
chr9.76166585.-	111	141	0	5	0
chr9.7800293.-	11	80	0	0	0
chr9.83758632.-	1	0	0	0	0
chr9.94898072.-	1	0	0	0	0
chr9.9902064.-	114	58	0	0	0
chr9.99031802.-	147	318	54	2	0
chr9.105862114.+	34	274	0	0	0
chr9.114615836.+	21	73	1	0	0
chr9.123956520.+	1	1	0	0	0
chr9.124922110.+	511	1743	47	109	46
chr9.124922433.+	2	12	0	0	0
chr9.124969961.+	190	109	0	0	0
chr9.126533542.+	66	36	0	0	0
chr9.128899812.+	746	266	249	0	0
chr9.129862825.+	1	3	0	0	0
chr9.129864411.+	148	39	0	0	0
chr9.15296114.+	6	18	0	0	0
chr9.3171841.+	305	243	0	0	79
chr9.3175161.+	13	0	0	0	1
chr9.33044702.+	593	657	0	0	0
chr9.3507783.+	855	3662	2937	171	145
chr9.35932658.+	37	8	0	0	0
chr9.5844069.+	411	1022	906	0	0
chr9.5846498.+	562	464	0	3	0
chr9.71898142.+	2	58	0	0	0
chr9.74343522.+	1	0	0	0	0
chr9.76652350.+	6	0	0	0	0
chr9.76656488.+	631	901	791	0	16
chr9.77979182.+	53	30	0	0	0
chr9.89999824.+	70	0	0	0	0
chr9.91714057.+	409	352	3128	48	15
chr9.92294118.+	9	0	0	0	0
chr9.93065634.+	29	57	0	0	0
chr9.9846306.+	7	0	0	0	0
chrX.109706403.-	72	105	0	9	0
chrX.12801686.-	1	0	0	0	0
chrX.129774075.-	116	61	0	11	0
chrX.130172969.-	300	1301	854	20	54
chrX.13081882.-	470	273	3315	0	150
chrX.136495901.-	127	98	0	0	1
chrX.136772877.-	98	144	0	26	0
chrX.154098234.-	130	2129	5998	53	2
chrX.154377931.-	36	213	0	0	0
chrX.15978031.-	106	12	82	0	0
chrX.18831261.-	1	0	0	0	0
chrX.19743860.-	46	0	0	0	0
chrX.24693426.-	12	0	0	0	0
chrX.39908785.-	9	0	0	15	0
chrX.44652312.-	1	0	0	0	0
chrX.47561297.-	289	645	0	1	13
chrX.105871480.+	1	0	0	0	0
chrX.121671433.+	1	0	0	0	0
chrX.124378731.+	57	93	0	0	0
chrX.124383173.+	650	1841	26	23	33
chrX.12958472.+	273	75	0	0	0
chrX.13240120.+	83	98	0	98	0
chrX.13417074.+	19	0	0	0	0
chrX.136744367.+	67	7	0	0	0
chrX.140951953.+	1	0	0	0	0
chrX.153974614.+	738	615	1229	13	0
chrX.44542701.+	312	235	1	0	0
chrX.79096944.+	467	113	0	6	0
chrX.79154261.+	110	275	0	0	0
chrX.82758278.+	3435	2704	1254	466	158
chrY.17484006.+	1	0	0	0	0
chr1.108610817.-	0	1	0	0	0
chr1.108644389.-	0	108	0	0	0
chr1.112394008.-	0	1	0	0	0
chr1.120122516.-	0	1	0	0	0
chr1.145284732.-	0	1	0	0	0
chr1.147047110.-	0	2	0	0	0
chr1.151285551.-	0	1	0	0	0
chr1.155307953.-	0	1963	24083	708	368
chr1.186839380.-	0	112	0	0	0
chr1.198668727.-	0	2	0	0	0
chr1.203470976.-	0	1	0	0	0
chr1.203673497.-	0	26	0	0	0
chr1.206012780.-	0	16	2677	14	13
chr1.209455697.-	0	1	0	0	0
chr1.230270111.-	0	263	12	1	0
chr1.231973204.-	0	1	0	0	0
chr1.23635684.-	0	2	148	0	1
chr1.248858642.-	0	18	0	0	0
chr1.32556340.-	0	1	0	0	0
chr1.41772440.-	0	61	1009	0	0
chr1.42528048.-	0	1	0	0	0
chr1.42673878.-	0	7	0	9	16
chr1.45838282.-	0	1	0	0	0
chr1.61639891.-	0	139	0	0	0
chr1.9645415.-	0	291	0	3	23
chr1.149177611.+	0	1	0	0	0
chr1.153967051.+	0	2	0	0	0
chr1.155129043.+	0	148	0	1	0
chr1.155593183.+	0	1	0	0	0
chr1.156258196.+	0	35	0	24	0
chr1.15974728.+	0	2	0	0	0
chr1.17519670.+	0	1	0	0	0
chr1.180887032.+	0	1	0	0	0
chr1.19200470.+	0	1	0	0	0
chr1.204495423.+	0	19	472	22	38
chr1.211258181.+	0	171	0	0	1
chr1.212469551.+	0	1	0	0	0
chr1.220346429.+	0	1	0	0	0
chr1.223272107.+	0	1	0	0	0
chr1.236286518.+	0	1	0	0	0
chr1.24376236.+	0	1	0	0	0
chr1.246781721.+	0	1	0	0	0
chr1.24692137.+	0	1	0	0	0
chr1.26542818.+	0	15	0	6	0
chr1.26695052.+	0	219	2053	78	0
chr1.31957460.+	0	29	4374	473	295
chr1.33281886.+	0	410	2	4	0
chr1.37471876.+	0	2	0	0	0
chr1.41738840.+	0	2	0	0	0
chr1.45523296.+	0	1	0	0	0
chr1.46367909.+	0	2	0	0	0
chr1.54734250.+	0	1	0	0	0
chr1.6132986.+	0	1	0	0	0
chr1.84692627.+	0	288	0	120	0
chr1.89196917.+	0	6	2103	324	243
chr1.92461470.+	0	346	5	14	49
chr10.104001900.-	0	1	0	0	0
chr10.114824499.-	0	418	3055	29	0
chr10.125912773.-	0	1	0	0	0
chr10.12727949.-	0	1	0	0	0
chr10.127718502.-	0	1	0	0	0
chr10.14892914.-	0	1	0	0	0
chr10.29260647.-	0	1	0	0	0
chr10.32347366.-	0	91	0	0	0
chr10.32447076.-	0	49	0	0	0
chr10.48468574.-	0	3453	13580	437	200
chr10.75610834.-	0	2	0	0	0
chr10.87300.-	0	1	0	0	0
chr10.88120731.-	0	470	0	0	0
chr10.110097909.+	0	1	0	0	0
chr10.112415353.+	0	1	0	0	0
chr10.119135260.+	0	2	0	0	0
chr10.124773458.+	0	1	0	0	0
chr10.131898175.+	0	3	0	0	0
chr10.17428172.+	0	9	1296	0	0
chr10.19638580.+	0	66	0	0	0
chr10.25062097.+	0	1	0	0	0
chr10.30484418.+	0	1	0	0	0
chr10.3465479.+	0	29	0	0	0
chr10.36758418.+	0	1	0	0	0
chr10.71048313.+	0	1	0	0	0
chr11.118438213.-	0	164	209	0	0
chr11.12224215.-	0	1	0	24	113
chr11.129951910.-	0	11	0	22	31
chr11.17899744.-	0	1	0	0	0
chr11.36361850.-	0	84	990	65	83
chr11.47060422.-	0	6	0	0	0
chr11.5689542.-	0	1	0	0	0
chr11.57518392.-	0	1	0	0	0
chr11.59488840.-	0	1	0	0	0
chr11.73255916.-	0	1	0	0	0
chr11.73324015.-	0	6	0	0	0
chr11.75340404.-	0	197	830	0	0
chr11.75509815.-	0	1	0	0	0
chr11.126217540.+	0	2	0	0	0
chr11.130243301.+	0	2	0	0	0
chr11.18587583.+	0	110	0	0	29
chr11.60241158.+	0	1	0	0	0
chr11.66942928.+	0	1	0	0	0
chr11.68328319.+	0	28	0	182	32
chr11.72628484.+	0	1	0	0	0
chr11.76952892.+	0	1	0	0	0
chr11.96215991.+	0	54	0	0	0
chr12.108666951.-	0	439	0	0	35
chr12.110861669.-	0	39	0	0	0
chr12.116636252.-	0	57	0	0	0
chr12.11892131.-	0	46	0	0	0
chr12.120437702.-	0	43	0	0	0
chr12.127576902.-	0	1	0	0	0
chr12.16346732.-	0	1	0	0	0
chr12.18209270.-	0	1	0	0	0
chr12.25351719.-	0	1	0	0	0
chr12.27897789.-	0	2	0	0	0
chr12.38871842.-	0	25	0	0	0
chr12.48148799.-	0	1	0	0	0
chr12.57896923.-	0	151	0	0	0
chr12.62264316.-	0	84	0	0	0
chr12.68649915.-	0	1	0	0	0
chr12.71685501.-	0	1	0	0	0
chr12.93784214.-	0	12	0	0	0
chr12.96209111.-	0	19	0	0	0
chr12.9732181.-	0	657	1610	188	3
chr12.116538647.+	0	178	0	0	0
chr12.118314782.+	0	143	0	19	0
chr12.14962802.+	0	212	0	0	28
chr12.24975141.+	0	1	0	0	0
chr12.27102195.+	0	1	0	0	0
chr12.45215968.+	0	31	0	0	0
chr12.65279601.+	0	1	0	0	0
chr12.6812591.+	0	23	0	0	0
chr12.88434726.+	0	273	0	9	0
chr12.94123673.+	0	6	0	0	0
chr12.94985870.+	0	1	0	0	0
chr13.103162970.-	0	1	0	0	0
chr13.19884486.-	0	1	0	0	0
chr13.28119838.-	0	1	0	0	0
chr13.40734689.-	0	1	0	0	0
chr13.48571999.-	0	2	0	0	0
chr13.49620365.-	0	40	37	0	0
chr13.71613646.-	0	5	0	0	0
chr13.77767155.-	0	80	0	0	0
chr13.84299807.-	0	1	0	0	0
chr13.21476619.+	0	1	0	0	0
chr13.48186273.+	0	2	0	0	0
chr13.67764650.+	0	10	0	72	25
chr13.95172859.+	0	1	0	0	0
chr13.98641507.+	0	1	0	0	0
chr13.99500657.+	0	1571	0	19	0
chr14.102312600.-	0	1	0	0	0
chr14.22543788.-	0	1	0	0	0
chr14.22990652.-	0	1	0	0	0
chr14.34045195.-	0	1	0	0	0
chr14.47220216.-	0	69	0	0	0
chr14.68797209.-	0	14	999	22	139
chr14.97932582.-	0	1	0	0	0
chr14.35368272.+	0	334	473	67	35
chr14.59563960.+	0	4	0	0	0
chr14.83727021.+	0	1	0	0	0
chr14.97015845.+	0	1	0	0	0
chr15.49293929.-	0	1	0	0	0
chr15.73983293.-	0	2	0	0	0
chr15.74844994.-	0	5	0	0	0
chr15.75891579.-	0	2	0	0	0
chr15.100303794.+	0	1	0	0	0
chr15.24937075.+	0	1	0	0	0
chr15.40100189.+	0	225	0	25	0
chr15.44416528.+	0	1	0	0	0
chr15.50606725.+	0	1	0	0	0
chr15.52419286.+	0	173	0	0	0
chr15.68818023.+	0	952	0	58	24
chr15.88711135.+	0	1	0	0	0
chr15.89164725.+	0	1	0	0	0
chr15.93354774.+	0	2	0	0	0
chr16_KI270853v1_alt.1966091.-	0	1	0	0	0
chr16_KI270853v1_alt.1328960.+	0	4	0	0	0
chr16_KI270853v1_alt.1733427.+	0	2	0	0	0
chr16.27403488.-	0	727	1218	19	0
chr16.28187705.-	0	218	0	0	0
chr16.31550013.-	0	1	0	0	0
chr16.35395644.-	0	1	0	0	0
chr16.53097671.-	0	16	0	0	0
chr16.53108677.-	0	3	0	0	0
chr16.54051867.-	0	1	0	0	0
chr16.54868755.-	0	4	0	0	0
chr16.56296053.-	0	35	0	0	0
chr16.58648113.-	0	1	0	0	0
chr16.70310793.-	0	1	0	0	0
chr16.74798909.-	0	1	0	0	0
chr16.81791991.-	0	3	0	0	0
chr16.85483907.-	0	18	0	2	0
chr16.87341458.-	0	1	0	0	0
chr16.15670949.+	0	3	0	0	0
chr16.18404046.+	0	1	0	0	0
chr16.19702877.+	0	1	0	0	0
chr16.2009126.+	0	1063	10549	605	679
chr16.20909356.+	0	5	0	0	0
chr16.209236.+	0	1	0	0	0
chr16.23863120.+	0	32	0	0	0
chr16.24708394.+	0	1	0	0	0
chr16.29154010.+	0	1	0	10	0
chr16.401203.+	0	15	0	0	0
chr16.57533520.+	0	186	2528	221	104
chr16.68131466.+	0	1	0	0	0
chr16.71811172.+	0	168	0	14	0
chr16.81573289.+	0	1	0	0	0
chr16.81763889.+	0	3	0	0	0
chr16.86113861.+	0	1	0	0	0
chr17.10021297.-	0	1	0	0	0
chr17.17759773.-	0	1	0	0	0
chr17.2076438.-	0	110	3090	0	0
chr17.47659954.-	0	1	0	0	0
chr17.47822606.-	0	24	0	0	0
chr17.49159524.-	0	1	0	0	0
chr17.57514209.-	0	323	0	23	0
chr17.64985845.-	0	52	0	0	0
chr17.67841273.-	0	30	0	0	0
chr17.68509985.-	0	4	13336	647	364
chr17.75993860.-	0	2	0	0	0
chr17.78260022.-	0	6	0	0	0
chr17.80856361.-	0	1899	0	35	0
chr17.11376413.+	0	1	0	0	0
chr17.17759770.+	0	4986	108	74	19
chr17.28793880.+	0	1	0	0	0
chr17.34981600.+	0	1066	1178	62	30
chr17.4378068.+	0	1	0	0	0
chr17.59831095.+	0	618	6208	617	644
chr17.77345233.+	0	1	0	0	0
chr17.78716254.+	0	7	0	0	0
chr17.81455683.+	0	4	0	0	0
chr17.82457797.+	0	815	1837	5	4
chr18.1768680.-	0	78	0	0	0
chr18.23867327.-	0	150	0	11	51
chr18.3622874.-	0	1	0	0	0
chr18.49054372.-	0	3	0	0	0
chr18.58686162.-	0	1	0	0	0
chr18.70903997.+	0	15	0	0	0
chr18.79462439.+	0	1	0	0	0
chr19.12883069.-	0	1	0	0	0
chr19.14248424.-	0	209	0	0	0
chr19.18020146.-	0	671	0	46	29
chr19.18024378.-	0	1	0	0	0
chr19.18291006.-	0	72	0	0	8
chr19.18401079.-	0	11	945	267	36
chr19.2695047.-	0	86	0	0	0
chr19.30706351.-	0	2	0	0	0
chr19.3267128.-	0	2	0	0	0
chr19.4090243.-	0	1	0	0	0
chr19.41368159.-	0	31	0	0	0
chr19.47255303.-	0	1	0	1	0
chr19.12791322.+	0	17	0	0	0
chr19.12937190.+	0	20	2512	62	146
chr19.18024375.+	0	5112	2071	166	156
chr19.18025497.+	0	2	0	0	0
chr19.18291003.+	0	2	0	0	0
chr19.2903365.+	0	2	0	0	0
chr19.29261990.+	0	1	0	0	0
chr19.31808179.+	0	1	0	0	0
chr19.41878279.+	0	1	0	0	0
chr19.47147679.+	0	1	0	0	0
chr19.47253056.+	0	1	0	0	0
chr19.47472189.+	0	1	0	0	0
chr19.5829524.+	0	104	0	0	0
chr19.703281.+	0	7	337	3	0
chr19.7300857.+	0	1	0	0	0
chr19.8501283.+	0	18	0	0	0
chr2.100531280.-	0	1	0	0	0
chr2.107808555.-	0	1	0	0	0
chr2.112714735.-	0	1	0	0	0
chr2.127154566.-	0	1	0	0	0
chr2.143271578.-	0	1	0	0	0
chr2.144297650.-	0	1	0	0	0
chr2.147829839.-	0	7	0	0	0
chr2.164959694.-	0	1	0	0	0
chr2.177153012.-	0	1	0	0	0
chr2.24973102.-	0	57	14919	794	753
chr2.27468732.-	0	1	0	0	0
chr2.29529936.-	0	234	18	0	0
chr2.32301841.-	0	1	0	0	0
chr2.34739542.-	0	1	0	0	0
chr2.37851664.-	0	51	7	1	35
chr2.39124974.-	0	42	1718	0	0
chr2.43212940.-	0	609	3197	0	0
chr2.61176544.-	0	49	26869	1087	1548
chr2.68735196.-	0	79	284	21	0
chr2.68775771.-	0	38	0	0	0
chr2.79102357.-	0	8	0	0	0
chr2.100743531.+	0	1	0	0	0
chr2.101482122.+	0	1	0	0	0
chr2.105791321.+	0	7	0	0	0
chr2.122359888.+	0	1	0	0	0
chr2.126975125.+	0	374	9589	619	723
chr2.128472107.+	0	15	0	4	0
chr2.144703793.+	0	2	0	0	0
chr2.191541754.+	0	1	0	0	0
chr2.201212945.+	0	10	0	0	0
chr2.219314780.+	0	1	0	0	0
chr2.229823558.+	0	1	0	0	0
chr2.229919836.+	0	22	0	0	0
chr2.239266598.+	0	526	1299	10	40
chr2.25274812.+	0	310	12738	1015	556
chr2.42926032.+	0	7	0	0	0
chr2.53816422.+	0	1	0	0	0
chr2.64905481.+	0	123	0	0	0
chr2.68762394.+	0	642	17915	791	1546
chr2.75632339.+	0	1	0	0	0
chr20.10454042.-	0	1431	6035	1282	523
chr20.10512356.-	0	2	0	9	0
chr20.14908433.-	0	1	0	0	0
chr20.3094756.-	0	62	393	1	32
chr20.3849364.-	0	1	0	0	0
chr20.4154258.-	0	72	0	0	0
chr20.49185977.-	0	1	0	0	0
chr20.55534348.-	0	1	0	0	0
chr20.9164791.-	0	167	0	21	0
chr20.1035054.+	0	379	1	6	22
chr20.10435759.+	0	2845	14772	1043	560
chr20.36574520.+	0	261	489	79	51
chr20.3712703.+	0	4	0	0	0
chr20.37311622.+	0	1	0	0	0
chr21_GL383578v2_alt.42913.+	0	7	0	0	0
chr21.14545760.-	0	153	8	0	0
chr21.38987535.-	0	76	3000	0	13
chr21.39424424.-	0	1	0	0	0
chr21.40296634.-	0	1	0	0	0
chr21.44158255.-	0	8	1	0	0
chr21.14975996.+	0	13	0	0	0
chr21.15278505.+	0	46	0	0	29
chr21.36354458.+	0	1	0	0	0
chr22.18999689.-	0	1	0	0	0
chr22.28234508.-	0	1	0	0	0
chr22.31229200.-	0	166	215	51	0
chr22.31290031.-	0	206	0	0	0
chr22.36553877.-	0	1	0	0	0
chr22.36890769.-	0	1	0	0	0
